FIR_ID,Crime_Type,Area,Latitude,Longitude,Date,Time,Severity,Status,Victim_Age,Victim_Gender
FIR03846,Domestic Violence,Bellandur,12.924202,77.671817,2024-11-05,08:41:27,Medium,Closed,40,Male
FIR03847,Theft,Hebbal,13.035337,77.601132,2024-11-03,19:01:39,Low,Closed,25,Male
FIR03848,Vehicle Theft,MG Road,12.974969,77.608712,2025-04-05,17:59:58,Low,Open,68,Other
FIR03849,Robbery,Jayanagar,12.926381,77.592262,2024-11-25,04:08:57,High,Under Investigation,44,Female
FIR03850,Drug Offense,Koramangala,12.932209,77.629283,2024-11-26,07:57:59,Medium,Open,67,Male
FIR03851,Robbery,Jayanagar,12.925285,77.596411,2025-07-07,22:49:13,High,Open,61,Other
FIR03852,Robbery,MG Road,12.980575,77.606699,2026-02-05,09:03:04,High,Open,32,Female
FIR03853,Drug Offense,Rajajinagar,12.986877,77.55834,2025-09-27,07:03:15,Medium,Closed,53,Other
FIR03854,Assault,HSR Layout,12.909858,77.643934,2025-02-07,10:21:51,Medium,Closed,30,Female
FIR03855,Cyber Crime,Yelahanka,13.096533,77.591461,2026-03-26,12:46:26,Medium,Under Investigation,53,Female
FIR03856,Assault,Bellandur,12.925422,77.674663,2024-11-30,16:16:48,Medium,Under Investigation,49,Other
FIR03857,Vehicle Theft,Hebbal,13.040249,77.594199,2025-04-30,13:39:18,Low,Under Investigation,48,Male
FIR03858,Assault,HSR Layout,12.911151,77.649123,2026-06-06,20:37:14,Medium,Open,50,Female
FIR03859,Vehicle Theft,Hebbal,13.036583,77.595532,2025-04-13,19:50:36,Low,Under Investigation,58,Male
FIR03860,Drug Offense,Banashankari,12.919689,77.569979,2025-04-07,09:04:25,Medium,Under Investigation,69,Female
FIR03861,Murder,Whitefield,12.970892,77.745494,2024-09-20,15:13:47,High,Under Investigation,68,Other
FIR03862,Robbery,Whitefield,12.968759,77.749724,2026-03-31,13:38:02,High,Under Investigation,50,Male
FIR03863,Assault,Yelahanka,13.097554,77.595455,2025-05-13,01:53:14,Medium,Open,49,Female
FIR03864,Assault,Yelahanka,13.102284,77.594031,2025-09-01,16:18:31,Medium,Open,23,Other
FIR03865,Kidnapping,Yelahanka,13.097745,77.595525,2025-05-28,17:10:08,High,Open,37,Female
FIR03866,Cyber Crime,Whitefield,12.97476,77.747325,2026-04-03,05:02:13,Medium,Closed,21,Other
FIR03867,Theft,BTM Layout,12.914082,77.610554,2024-08-19,19:57:27,Low,Closed,66,Female
FIR03868,Kidnapping,Whitefield,12.96777,77.752097,2026-06-28,20:45:45,High,Under Investigation,35,Other
FIR03869,Fraud,Electronic City,12.844102,77.681353,2024-11-18,09:05:31,Medium,Open,48,Other
FIR03870,Domestic Violence,Koramangala,12.936603,77.623447,2024-11-16,21:11:37,Medium,Open,35,Other
FIR03871,Kidnapping,MG Road,12.971983,77.602891,2025-05-13,17:42:30,High,Under Investigation,35,Male
FIR03872,Fraud,Malleshwaram,13.004579,77.574687,2026-06-19,15:44:22,Medium,Closed,33,Male
FIR03873,Assault,Whitefield,12.971229,77.748536,2024-07-23,15:52:54,Medium,Open,37,Female
FIR03874,Murder,MG Road,12.973283,77.600389,2025-11-08,19:32:38,High,Under Investigation,38,Male
FIR03875,Domestic Violence,Malleshwaram,13.001771,77.571369,2025-12-01,16:18:39,Medium,Under Investigation,48,Male
FIR03876,Cyber Crime,Indiranagar,12.97503,77.642881,2026-02-22,14:01:16,Medium,Open,19,Male
FIR03877,Drug Offense,BTM Layout,12.915053,77.606087,2024-10-05,12:24:47,Medium,Under Investigation,47,Female
FIR03878,Domestic Violence,Marathahalli,12.958882,77.699467,2026-04-09,02:38:22,Medium,Under Investigation,43,Other
FIR03879,Robbery,Banashankari,12.918324,77.575942,2025-02-20,22:12:30,High,Closed,31,Male
FIR03880,Domestic Violence,Marathahalli,12.959117,77.700301,2024-10-04,02:40:52,Medium,Closed,32,Female
FIR03881,Robbery,Malleshwaram,13.004219,77.573284,2024-11-04,08:17:43,High,Under Investigation,43,Other
FIR03882,Vehicle Theft,Koramangala,12.934557,77.62795,2026-04-12,15:08:15,Low,Closed,66,Female
FIR03883,Cyber Crime,MG Road,12.973847,77.607666,2026-07-08,22:33:50,Medium,Under Investigation,18,Male
FIR03884,Assault,Koramangala,12.936624,77.622311,2024-12-10,17:07:14,Medium,Under Investigation,19,Other
FIR03885,Theft,HSR Layout,12.91506,77.652,2025-03-03,07:18:02,Low,Open,29,Female
FIR03886,Kidnapping,Bellandur,12.923327,77.674868,2025-11-22,03:02:38,High,Closed,34,Male
FIR03887,Assault,Yelahanka,13.105435,77.597527,2024-10-02,15:02:24,Medium,Under Investigation,42,Female
FIR03888,Fraud,Banashankari,12.915454,77.573188,2026-02-26,09:37:48,Medium,Under Investigation,26,Other
FIR03889,Drug Offense,Yelahanka,13.099915,77.593793,2024-11-15,09:21:37,Medium,Closed,60,Female
FIR03890,Theft,Banashankari,12.915895,77.572681,2025-03-06,13:31:46,Low,Under Investigation,69,Female
FIR03891,Drug Offense,BTM Layout,12.918671,77.608281,2026-06-18,09:32:29,Medium,Open,37,Male
FIR03892,Drug Offense,Yelahanka,13.095905,77.59374,2026-04-28,12:12:28,Medium,Under Investigation,29,Female
FIR03893,Vehicle Theft,Yelahanka,13.10188,77.597016,2025-06-01,05:46:29,Low,Open,46,Other
FIR03894,Murder,HSR Layout,12.915644,77.649893,2025-03-08,22:17:21,High,Open,27,Male
FIR03895,Cyber Crime,Jayanagar,12.92457,77.598747,2025-06-19,15:34:45,Medium,Under Investigation,50,Other
FIR03896,Drug Offense,Rajajinagar,12.992339,77.549917,2024-07-27,01:23:02,Medium,Under Investigation,32,Female
FIR03897,Fraud,Banashankari,12.920919,77.574258,2026-01-27,00:35:51,Medium,Under Investigation,52,Female
FIR03898,Assault,Yelahanka,13.101802,77.592999,2025-04-21,03:03:58,Medium,Under Investigation,40,Female
FIR03899,Assault,HSR Layout,12.914736,77.652344,2024-09-12,10:42:51,Medium,Under Investigation,29,Other
FIR03900,Fraud,Banashankari,12.921435,77.572041,2025-06-03,18:47:59,Medium,Closed,38,Other
FIR03901,Drug Offense,Indiranagar,12.977785,77.643845,2026-07-15,17:43:06,Medium,Closed,57,Female
FIR03902,Theft,Rajajinagar,12.991462,77.550308,2024-09-17,00:25:34,Low,Open,44,Other
FIR03903,Drug Offense,Electronic City,12.835227,77.674212,2025-09-18,23:58:54,Medium,Under Investigation,45,Other
FIR03904,Drug Offense,Malleshwaram,13.000583,77.571553,2025-02-19,16:54:59,Medium,Closed,35,Female
FIR03905,Fraud,Malleshwaram,12.998518,77.570554,2026-02-18,09:07:54,Medium,Closed,27,Male
FIR03906,Theft,Whitefield,12.969211,77.749331,2025-04-22,01:02:22,Low,Closed,60,Female
FIR03907,Assault,Banashankari,12.919428,77.571166,2025-10-24,23:05:09,Medium,Open,23,Other
FIR03908,Drug Offense,Jayanagar,12.928177,77.594823,2026-04-30,10:45:22,Medium,Under Investigation,44,Other
FIR03909,Kidnapping,Electronic City,12.839272,77.678485,2026-06-25,05:33:37,High,Closed,45,Female
FIR03910,Robbery,BTM Layout,12.912421,77.60989,2025-08-25,08:35:48,High,Open,24,Female
FIR03911,Domestic Violence,Jayanagar,12.926483,77.594109,2024-09-06,03:35:46,Medium,Closed,21,Male
FIR03912,Theft,Marathahalli,12.959134,77.696892,2026-06-10,02:11:41,Low,Under Investigation,21,Other
FIR03913,Vehicle Theft,Bellandur,12.928889,77.680904,2024-09-02,00:42:59,Low,Open,67,Male
FIR03914,Domestic Violence,Indiranagar,12.973927,77.636928,2025-11-19,16:53:50,Medium,Open,37,Other
FIR03915,Murder,MG Road,12.979992,77.600143,2025-10-01,08:57:55,High,Open,39,Other
FIR03916,Fraud,Rajajinagar,12.987479,77.556909,2025-05-23,05:09:47,Medium,Under Investigation,53,Male
FIR03917,Vehicle Theft,Indiranagar,12.976303,77.642948,2025-01-12,23:42:09,Low,Open,52,Male
FIR03918,Fraud,Electronic City,12.841148,77.672487,2024-11-12,14:10:26,Medium,Under Investigation,25,Male
FIR03919,Domestic Violence,Electronic City,12.839774,77.673912,2025-03-12,23:33:38,Medium,Under Investigation,19,Other
FIR03920,Fraud,Koramangala,12.934281,77.626763,2025-12-30,15:49:48,Medium,Closed,57,Female
FIR03921,Cyber Crime,Bellandur,12.926919,77.67931,2025-06-04,16:24:09,Medium,Under Investigation,63,Male
FIR03922,Vehicle Theft,Jayanagar,12.921853,77.589013,2026-07-15,08:47:12,Low,Under Investigation,65,Female
FIR03923,Murder,Hebbal,13.03168,77.600024,2025-05-12,20:26:30,High,Open,25,Other
FIR03924,Murder,Koramangala,12.931833,77.621928,2025-07-17,20:22:28,High,Closed,54,Male
FIR03925,Robbery,Malleshwaram,13.006193,77.568854,2025-03-26,10:16:55,High,Closed,21,Male
FIR03926,Theft,Jayanagar,12.928439,77.59864,2025-09-19,13:23:09,Low,Open,19,Female
FIR03927,Theft,Whitefield,12.973865,77.754725,2025-03-02,23:25:59,Low,Closed,48,Other
FIR03928,Assault,Koramangala,12.933424,77.626726,2025-08-24,18:36:52,Medium,Closed,47,Other
FIR03929,Murder,Indiranagar,12.98134,77.642364,2026-02-02,08:42:15,High,Under Investigation,34,Male
FIR03930,Drug Offense,Rajajinagar,12.988875,77.557703,2025-08-02,15:21:44,Medium,Closed,58,Male
FIR03931,Murder,MG Road,12.976106,77.60523,2026-02-11,16:58:57,High,Closed,60,Other
FIR03932,Murder,Rajajinagar,12.994832,77.555324,2026-03-29,14:13:16,High,Open,61,Other
FIR03933,Kidnapping,Rajajinagar,12.988098,77.550302,2026-04-24,07:42:01,High,Open,30,Other
FIR03934,Theft,Marathahalli,12.96145,77.695753,2026-03-13,19:46:47,Low,Under Investigation,44,Female
FIR03935,Cyber Crime,HSR Layout,12.910642,77.644473,2026-05-05,23:35:11,Medium,Closed,57,Other
FIR03936,Cyber Crime,Malleshwaram,13.007164,77.573818,2024-09-20,09:49:14,Medium,Under Investigation,40,Other
FIR03937,Kidnapping,Malleshwaram,13.0071,77.565873,2026-01-17,14:07:53,High,Under Investigation,47,Other
FIR03938,Kidnapping,Koramangala,12.93572,77.623292,2026-01-10,05:07:37,High,Under Investigation,46,Other
FIR03939,Murder,MG Road,12.978089,77.602196,2025-04-01,05:56:17,High,Open,35,Male
FIR03940,Murder,Koramangala,12.933484,77.623758,2025-02-09,21:03:17,High,Closed,21,Female
FIR03941,Fraud,Rajajinagar,12.994708,77.554911,2026-03-25,11:14:33,Medium,Under Investigation,56,Male
FIR03942,Cyber Crime,Jayanagar,12.923519,77.590432,2024-08-03,08:09:44,Medium,Under Investigation,35,Other
FIR03943,Cyber Crime,Yelahanka,13.099664,77.596202,2026-02-12,06:51:45,Medium,Open,37,Other
FIR03944,Robbery,HSR Layout,12.911501,77.643143,2026-03-30,01:24:40,High,Under Investigation,40,Female
FIR03945,Fraud,MG Road,12.970711,77.605282,2025-08-08,07:43:58,Medium,Under Investigation,36,Male
FIR03946,Domestic Violence,Whitefield,12.974698,77.745011,2025-12-22,18:16:40,Medium,Open,46,Male
FIR03947,Fraud,Banashankari,12.92227,77.572072,2025-09-21,04:18:47,Medium,Closed,53,Female
FIR03948,Assault,Banashankari,12.919386,77.574255,2025-09-09,14:55:12,Medium,Open,41,Female
FIR03949,Drug Offense,Hebbal,13.035355,77.599717,2024-08-26,10:53:47,Medium,Closed,20,Female
FIR03950,Assault,Yelahanka,13.103281,77.597964,2025-05-09,18:03:18,Medium,Under Investigation,40,Other
FIR03951,Vehicle Theft,BTM Layout,12.917377,77.60838,2025-06-17,16:01:45,Low,Closed,37,Male
FIR03952,Murder,Yelahanka,13.101115,77.597274,2025-02-04,04:58:38,High,Closed,65,Male
FIR03953,Domestic Violence,Jayanagar,12.926224,77.590702,2026-07-05,16:26:36,Medium,Closed,29,Other
FIR03954,Assault,Whitefield,12.970607,77.746117,2024-12-25,11:08:47,Medium,Open,53,Other
FIR03955,Vehicle Theft,Hebbal,13.031554,77.599736,2025-11-11,09:03:47,Low,Open,61,Other
FIR03956,Assault,Yelahanka,13.095915,77.592424,2025-03-02,05:00:24,Medium,Open,31,Male
FIR03957,Drug Offense,Yelahanka,13.101896,77.59626,2026-02-11,23:22:57,Medium,Closed,36,Female
FIR03958,Domestic Violence,MG Road,12.977701,77.605816,2025-06-15,10:11:17,Medium,Closed,65,Female
FIR03959,Murder,Marathahalli,12.959666,77.692824,2025-12-10,16:46:58,High,Closed,20,Other
FIR03960,Kidnapping,Whitefield,12.970466,77.747815,2026-05-16,15:06:04,High,Under Investigation,64,Female
FIR03961,Robbery,Jayanagar,12.920961,77.595701,2024-12-25,02:21:13,High,Under Investigation,41,Male
FIR03962,Vehicle Theft,BTM Layout,12.91466,77.605685,2025-06-09,17:36:58,Low,Under Investigation,56,Female
FIR03963,Kidnapping,Banashankari,12.919514,77.578292,2025-09-11,02:09:49,High,Open,24,Male
FIR03964,Assault,Electronic City,12.842589,77.679715,2024-08-13,15:40:26,Medium,Open,41,Other
FIR03965,Cyber Crime,Yelahanka,13.095789,77.594361,2026-05-23,05:22:01,Medium,Open,33,Other
FIR03966,Kidnapping,Banashankari,12.914946,77.575115,2025-02-27,11:26:04,High,Under Investigation,61,Female
FIR03967,Domestic Violence,MG Road,12.980388,77.60422,2024-09-06,21:34:43,Medium,Open,70,Female
FIR03968,Vehicle Theft,HSR Layout,12.908441,77.648055,2025-04-22,04:12:03,Low,Open,35,Other
FIR03969,Vehicle Theft,MG Road,12.980569,77.608661,2024-08-31,09:34:07,Low,Under Investigation,69,Male
FIR03970,Assault,Bellandur,12.930949,77.676213,2025-05-31,12:38:05,Medium,Under Investigation,19,Other
FIR03971,Theft,Bellandur,12.927174,77.671846,2025-12-13,11:28:34,Low,Open,62,Male
FIR03972,Cyber Crime,Jayanagar,12.926248,77.596046,2026-06-20,11:42:21,Medium,Under Investigation,20,Male
FIR03973,Robbery,Malleshwaram,13.007027,77.572896,2024-10-26,01:01:19,High,Under Investigation,70,Male
FIR03974,Vehicle Theft,Marathahalli,12.962466,77.697963,2024-09-19,17:57:08,Low,Under Investigation,31,Other
FIR03975,Kidnapping,Jayanagar,12.922446,77.598105,2025-07-27,00:00:41,High,Under Investigation,60,Other
FIR03976,Kidnapping,Rajajinagar,12.99328,77.557282,2025-05-19,18:35:05,High,Open,46,Male
FIR03977,Drug Offense,Yelahanka,13.096132,77.593889,2025-09-08,19:37:41,Medium,Under Investigation,27,Female
FIR03978,Murder,BTM Layout,12.919233,77.607629,2026-02-13,03:50:21,High,Closed,56,Other
FIR03979,Kidnapping,HSR Layout,12.916222,77.645309,2025-10-15,13:49:50,High,Open,28,Male
FIR03980,Drug Offense,Yelahanka,13.103164,77.598312,2026-05-02,04:49:37,Medium,Open,18,Other
FIR03981,Drug Offense,Hebbal,13.035086,77.597503,2024-09-19,16:01:43,Medium,Closed,58,Male
FIR03982,Murder,Yelahanka,13.100039,77.593797,2026-01-22,05:57:54,High,Closed,56,Male
FIR03983,Cyber Crime,Jayanagar,12.92118,77.590199,2025-02-25,05:24:34,Medium,Open,54,Male
FIR03984,Vehicle Theft,Hebbal,13.032652,77.60061,2025-10-16,09:47:00,Low,Closed,53,Female
FIR03985,Theft,HSR Layout,12.910964,77.652335,2025-10-08,15:15:49,Low,Under Investigation,44,Other
FIR03986,Vehicle Theft,HSR Layout,12.907303,77.64831,2025-08-15,19:15:51,Low,Closed,70,Male
FIR03987,Domestic Violence,HSR Layout,12.910533,77.648463,2025-03-30,06:52:02,Medium,Closed,36,Male
FIR03988,Murder,Bellandur,12.930303,77.672182,2025-03-08,11:14:17,High,Open,22,Other
FIR03989,Cyber Crime,Koramangala,12.936119,77.619529,2026-06-15,02:51:36,Medium,Under Investigation,54,Male
FIR03990,Murder,Hebbal,13.035032,77.593106,2025-03-26,18:06:37,High,Open,49,Female
FIR03991,Murder,Yelahanka,13.098004,77.59793,2024-08-30,01:39:25,High,Under Investigation,41,Female
FIR03992,Fraud,Malleshwaram,12.999458,77.565638,2024-08-06,01:50:13,Medium,Closed,62,Other
FIR03993,Vehicle Theft,Bellandur,12.925919,77.677925,2024-11-17,01:26:30,Low,Under Investigation,64,Female
FIR03994,Drug Offense,Marathahalli,12.960973,77.700324,2025-11-06,05:40:54,Medium,Closed,45,Other
FIR03995,Vehicle Theft,Jayanagar,12.926076,77.594625,2025-02-27,20:24:55,Low,Closed,21,Male
FIR03996,Drug Offense,Whitefield,12.969033,77.753799,2025-02-14,02:21:18,Medium,Under Investigation,25,Male
FIR03997,Drug Offense,Banashankari,12.91788,77.571136,2025-02-20,14:40:38,Medium,Under Investigation,25,Male
FIR03998,Drug Offense,Yelahanka,13.097784,77.591783,2026-04-09,08:03:49,Medium,Open,52,Male
FIR03999,Vehicle Theft,Rajajinagar,12.993132,77.558237,2026-03-11,15:02:31,Low,Under Investigation,70,Other
FIR04000,Cyber Crime,MG Road,12.976989,77.602494,2024-08-17,12:08:23,Medium,Open,19,Other
FIR04001,Domestic Violence,BTM Layout,12.913263,77.612659,2026-05-11,02:54:14,Medium,Under Investigation,57,Female
FIR04002,Kidnapping,Whitefield,12.970203,77.754203,2026-07-21,20:15:37,High,Under Investigation,52,Male
FIR04003,Domestic Violence,Hebbal,13.033845,77.595397,2025-08-19,18:00:53,Medium,Open,28,Male
FIR04004,Murder,BTM Layout,12.913391,77.608336,2026-04-19,08:12:16,High,Under Investigation,49,Other
FIR04005,Drug Offense,Malleshwaram,12.998689,77.568669,2025-02-25,21:10:15,Medium,Under Investigation,38,Male
FIR04006,Robbery,HSR Layout,12.909806,77.649141,2026-02-10,17:30:16,High,Closed,24,Other
FIR04007,Theft,Indiranagar,12.979641,77.641867,2026-06-16,09:32:26,Low,Under Investigation,26,Other
FIR04008,Cyber Crime,HSR Layout,12.909954,77.643329,2026-04-18,19:20:00,Medium,Open,60,Other
FIR04009,Vehicle Theft,HSR Layout,12.913504,77.645953,2025-01-16,06:41:25,Low,Closed,26,Female
FIR04010,Domestic Violence,BTM Layout,12.913262,77.61461,2025-09-07,14:07:34,Medium,Closed,23,Other
FIR04011,Cyber Crime,Bellandur,12.930434,77.676308,2026-07-12,12:20:08,Medium,Under Investigation,30,Male
FIR04012,Vehicle Theft,Hebbal,13.038328,77.597965,2025-11-06,13:00:37,Low,Under Investigation,32,Female
FIR04013,Assault,Banashankari,12.920095,77.574879,2025-05-22,13:00:29,Medium,Under Investigation,60,Male
FIR04014,Drug Offense,Yelahanka,13.096932,77.593806,2026-01-03,17:00:44,Medium,Open,39,Male
FIR04015,Kidnapping,Banashankari,12.919155,77.572316,2025-04-09,13:12:17,High,Under Investigation,54,Male
FIR04016,Fraud,Banashankari,12.91577,77.570247,2024-08-22,15:21:54,Medium,Open,24,Other
FIR04017,Domestic Violence,MG Road,12.970955,77.609509,2024-12-17,18:02:58,Medium,Under Investigation,57,Female
FIR04018,Kidnapping,Yelahanka,13.098265,77.591316,2024-10-26,19:46:54,High,Closed,41,Male
FIR04019,Cyber Crime,Rajajinagar,12.995973,77.554957,2025-06-01,11:30:36,Medium,Open,57,Other
FIR04020,Fraud,Hebbal,13.035185,77.597852,2026-02-13,05:25:52,Medium,Open,31,Other
FIR04021,Cyber Crime,Malleshwaram,13.00794,77.572847,2025-04-23,02:34:09,Medium,Under Investigation,64,Other
FIR04022,Cyber Crime,Yelahanka,13.102313,77.595735,2024-09-24,22:30:48,Medium,Open,19,Female
FIR04023,Domestic Violence,BTM Layout,12.912417,77.612013,2025-01-03,15:06:24,Medium,Open,42,Male
FIR04024,Murder,Marathahalli,12.958391,77.693433,2026-03-08,13:25:47,High,Under Investigation,63,Other
FIR04025,Vehicle Theft,Malleshwaram,13.00616,77.568529,2026-02-19,18:12:17,Low,Open,22,Other
FIR04026,Vehicle Theft,Koramangala,12.939288,77.62047,2025-03-11,13:40:38,Low,Open,55,Other
FIR04027,Domestic Violence,Koramangala,12.936963,77.626153,2024-12-15,17:01:19,Medium,Closed,36,Female
FIR04028,Domestic Violence,Hebbal,13.031465,77.593104,2025-10-11,11:18:02,Medium,Open,53,Female
FIR04029,Assault,HSR Layout,12.906717,77.646948,2025-01-20,21:42:32,Medium,Under Investigation,18,Male
FIR04030,Assault,Bellandur,12.925112,77.678601,2024-09-23,07:16:26,Medium,Under Investigation,68,Other
FIR04031,Cyber Crime,Banashankari,12.914307,77.570414,2025-08-01,12:14:49,Medium,Open,38,Female
FIR04032,Cyber Crime,Electronic City,12.844294,77.675019,2025-01-30,04:21:33,Medium,Open,63,Other
FIR04033,Assault,BTM Layout,12.913814,77.605348,2025-03-08,06:20:12,Medium,Open,41,Male
FIR04034,Theft,Whitefield,12.969364,77.75007,2024-10-11,19:34:54,Low,Under Investigation,34,Other
FIR04035,Theft,Indiranagar,12.981382,77.640254,2024-08-22,05:19:28,Low,Under Investigation,22,Other
FIR04036,Fraud,Electronic City,12.843202,77.678809,2024-08-10,02:52:55,Medium,Under Investigation,37,Other
FIR04037,Cyber Crime,Whitefield,12.969821,77.747666,2026-02-12,21:53:41,Medium,Open,52,Other
FIR04038,Drug Offense,BTM Layout,12.915951,77.613463,2024-09-22,22:28:10,Medium,Open,45,Female
FIR04039,Domestic Violence,Malleshwaram,13.006998,77.568698,2025-01-04,21:57:19,Medium,Closed,59,Male
FIR04040,Domestic Violence,Jayanagar,12.924199,77.590726,2026-02-20,09:11:55,Medium,Open,27,Female
FIR04041,Domestic Violence,Banashankari,12.915692,77.572116,2024-12-28,05:33:14,Medium,Under Investigation,21,Male
FIR04042,Robbery,Koramangala,12.936987,77.621161,2025-09-04,22:49:25,High,Closed,63,Male
FIR04043,Robbery,Koramangala,12.937678,77.622058,2025-09-18,05:45:34,High,Closed,53,Other
FIR04044,Cyber Crime,Jayanagar,12.928192,77.598102,2024-11-26,12:03:07,Medium,Open,51,Other
FIR04045,Robbery,Bellandur,12.932068,77.6779,2025-03-26,04:00:52,High,Open,52,Female
FIR04046,Murder,Hebbal,13.033108,77.598803,2026-06-08,15:15:17,High,Open,44,Female
FIR04047,Drug Offense,Yelahanka,13.103698,77.598692,2026-04-26,08:11:11,Medium,Open,42,Other
FIR04048,Domestic Violence,Yelahanka,13.100317,77.594237,2025-01-05,08:57:53,Medium,Under Investigation,38,Other
FIR04049,Murder,Indiranagar,12.975939,77.644256,2026-07-06,18:44:47,High,Open,43,Other
FIR04050,Fraud,Yelahanka,13.099245,77.593712,2025-08-15,17:39:14,Medium,Under Investigation,70,Female
FIR04051,Drug Offense,Indiranagar,12.975293,77.640745,2024-08-16,11:55:32,Medium,Closed,63,Other
FIR04052,Theft,Whitefield,12.968071,77.752644,2025-06-27,01:03:47,Low,Closed,31,Male
FIR04053,Theft,Koramangala,12.934621,77.627716,2026-02-19,17:32:35,Low,Closed,38,Other
FIR04054,Assault,Marathahalli,12.963088,77.698412,2025-07-23,07:56:41,Medium,Open,69,Male
FIR04055,Assault,Yelahanka,13.095874,77.596946,2025-04-22,06:14:48,Medium,Closed,25,Male
FIR04056,Assault,HSR Layout,12.907253,77.647372,2025-02-05,03:46:02,Medium,Closed,52,Male
FIR04057,Kidnapping,Yelahanka,13.102229,77.591854,2025-09-08,12:09:52,High,Closed,44,Female
FIR04058,Robbery,BTM Layout,12.920716,77.610549,2026-06-26,01:25:50,High,Closed,23,Female
FIR04059,Assault,Hebbal,13.035346,77.599838,2025-06-23,04:51:14,Medium,Open,63,Other
FIR04060,Fraud,Marathahalli,12.955541,77.701753,2025-09-03,03:50:10,Medium,Under Investigation,32,Other
FIR04061,Murder,Jayanagar,12.921915,77.596105,2026-01-03,23:48:24,High,Open,30,Male
FIR04062,Robbery,Yelahanka,13.104697,77.59169,2024-12-26,17:24:42,High,Closed,70,Male
FIR04063,Assault,Banashankari,12.918409,77.574115,2025-05-23,04:13:37,Medium,Closed,38,Other
FIR04064,Domestic Violence,Rajajinagar,12.995909,77.553311,2024-10-10,16:45:43,Medium,Under Investigation,60,Other
FIR04065,Fraud,Rajajinagar,12.995427,77.555741,2026-01-13,18:18:52,Medium,Closed,47,Other
FIR04066,Domestic Violence,MG Road,12.976362,77.609217,2025-07-31,03:14:56,Medium,Under Investigation,46,Female
FIR04067,Kidnapping,Bellandur,12.932804,77.671656,2026-02-04,20:13:09,High,Open,37,Male
FIR04068,Theft,Bellandur,12.924159,77.679474,2026-02-05,21:01:43,Low,Closed,18,Male
FIR04069,Kidnapping,Banashankari,12.920607,77.56852,2026-05-23,23:02:36,High,Closed,40,Female
FIR04070,Vehicle Theft,Whitefield,12.969039,77.745128,2025-08-20,21:25:03,Low,Under Investigation,31,Other
FIR04071,Assault,MG Road,12.977861,77.609653,2025-03-15,09:31:55,Medium,Under Investigation,50,Female
FIR04072,Drug Offense,Rajajinagar,12.987193,77.557252,2026-05-21,20:22:28,Medium,Open,30,Other
FIR04073,Assault,HSR Layout,12.916076,77.64321,2024-09-20,13:55:45,Medium,Open,62,Female
FIR04074,Cyber Crime,Whitefield,12.96599,77.754344,2025-09-22,16:17:02,Medium,Open,30,Other
FIR04075,Cyber Crime,Banashankari,12.922634,77.576386,2026-06-01,16:38:29,Medium,Closed,33,Other
FIR04076,Fraud,Banashankari,12.918038,77.571687,2026-03-24,21:07:58,Medium,Open,51,Male
FIR04077,Murder,Koramangala,12.936921,77.624206,2026-07-13,23:34:59,High,Under Investigation,22,Male
FIR04078,Kidnapping,Electronic City,12.84338,77.673403,2024-11-18,23:42:00,High,Closed,65,Female
FIR04079,Murder,Whitefield,12.96983,77.75274,2026-01-02,21:55:16,High,Under Investigation,38,Female
FIR04080,Domestic Violence,Marathahalli,12.954132,77.697901,2025-05-01,05:23:10,Medium,Under Investigation,69,Other
FIR04081,Drug Offense,Koramangala,12.940199,77.621778,2024-10-17,11:34:38,Medium,Under Investigation,45,Female
FIR04082,Domestic Violence,Yelahanka,13.101713,77.596516,2025-05-20,21:22:18,Medium,Open,70,Other
FIR04083,Cyber Crime,Banashankari,12.915595,77.570704,2025-05-19,18:16:52,Medium,Open,66,Female
FIR04084,Robbery,Electronic City,12.843275,77.680782,2025-02-19,20:25:01,High,Open,40,Male
FIR04085,Domestic Violence,Marathahalli,12.961945,77.700718,2026-05-14,11:40:39,Medium,Under Investigation,68,Female
FIR04086,Domestic Violence,Rajajinagar,12.995928,77.558718,2025-07-22,03:25:48,Medium,Open,51,Other
FIR04087,Assault,HSR Layout,12.913332,77.6483,2026-04-09,18:25:45,Medium,Open,61,Female
FIR04088,Robbery,BTM Layout,12.917875,77.609713,2024-08-08,20:07:52,High,Closed,64,Other
FIR04089,Murder,BTM Layout,12.915122,77.609419,2025-08-03,16:45:59,High,Open,32,Female
FIR04090,Vehicle Theft,Jayanagar,12.926316,77.596249,2026-02-04,20:32:53,Low,Open,27,Other
FIR04091,Theft,Whitefield,12.967521,77.745993,2025-10-08,02:24:23,Low,Under Investigation,57,Female
FIR04092,Drug Offense,Hebbal,13.038809,77.598709,2025-02-07,19:02:15,Medium,Closed,60,Female
FIR04093,Assault,Banashankari,12.922376,77.573891,2025-07-25,19:06:01,Medium,Under Investigation,55,Male
FIR04094,Vehicle Theft,Rajajinagar,12.987752,77.551049,2025-06-23,04:01:57,Low,Open,22,Female
FIR04095,Robbery,Bellandur,12.930081,77.677731,2025-03-13,01:14:29,High,Open,26,Male
FIR04096,Drug Offense,Jayanagar,12.928106,77.589315,2025-02-04,23:38:08,Medium,Under Investigation,55,Female
FIR04097,Robbery,Yelahanka,13.096313,77.601241,2025-06-17,05:46:21,High,Open,25,Male
FIR04098,Fraud,Indiranagar,12.974809,77.64296,2026-02-06,02:16:39,Medium,Under Investigation,36,Female
FIR04099,Vehicle Theft,HSR Layout,12.907261,77.648333,2024-09-03,16:43:48,Low,Open,65,Female
